,genre_ids,title,poster_path,tmdb_id,popularity,keywords,vote_count,vote_average,director,imdb_votes,certificate,num_stunts,num_fx,year,month,group5,group4,group7,group6,group1,group3,group2
2896,"[27, 53]",The Awakening,/1iIB1eR9pFxoOdAp4FhPCYwQ1TA.jpg,77949,1.588908,"suicide,england,classroom,investigation,supernatural,murder,children,haunting,teacher,author,fear,estate,con,discovery,ghost,governess",361,6.3,Nick Murphy,50495.0,15,6.0,1.0,2011,8,0,0,0,0,0,0,1
762,"[80, 35, 28]",22 Jump Street,/gNlV5FhDZ1PjxSv2aqTPS30GEon.jpg,187017,2.612402,"high school,undercover cop,buddy comedy,aftercreditsstinger,duringcreditsstinger",2724,7.0,Phil Lord,277618.0,15,117.0,18.0,2014,6,0,0,1,1,0,0,1
2482,"[18, 10751]",Little Lord Fauntleroy,/sCaL9aoidOZZy0lT2JThbQAaXH0.jpg,23114,1.67788,"england,grandfather grandson relationship,grocer,lord,heir,scam artist,mother child separation,earl,shoeshine boy,aristocracy,brooklyn",10,6.8,John Cromwell,1318.0,Passed,2.0,2.0,1936,3,0,1,0,0,0,0,1
3644,"[53, 35, 80]",Cecil B. Demented,/fCwBrqo5YK3FHNlSuBubcmjxS1W.jpg,14195,1.458178,"heroin,blindfold,bong,perversion,burned alive,independent film",37,6.2,John Waters,11688.0,18,12.0,3.0,2000,5,0,0,1,0,0,0,1
2383,"[35, 18, 10402, 10749]",Rock of Ages,/k5au98wpdbViuRWZMy6RbxMBXjl.jpg,80585,1.7011,"musical,rocker,teen,young love,rock sta",306,5.9,Adam Shankman,64155.0,PG-13,33.0,8.0,2012,6,1,0,1,0,0,0,1
5764,"[28, 18, 10749]",The Honorary Consul,/h07Elf9pJE71F1wpRSafwhxZT8T.jpg,69007,1.214254,"adultery,based on novel,revolution,nudity,diplomat,love,doctor,alcoholic,kidnap",5,6.0,John Mackenzie,943.0,R,1.0,1.0,1983,9,1,0,0,1,0,0,1
3859,"[18, 53]",The Quiet,/GEqIE9YlmygHVUfS64LW2cwAAM.jpg,9813,1.399682,"depression,christmas party,deaf-mute,daughter,high school basketball,blood splatter,independent film,mother daughter relationship,incest,woman director",60,6.0,Jamie Babbit,13769.0,18,1.0,6.0,2005,9,0,0,0,0,0,0,1
1889,[27],Legion,/mXJJPsVfQdf0OWxgoWgDUFyzJQo.jpg,22894,1.830784,"angel,diner,religion,apocalypse,demon,desert,demons,angels",493,5.1,Scott Stewart,83693.0,15,72.0,25.0,2010,1,0,0,0,0,0,0,1
4868,"[28, 12, 18, 53]",The High and the Mighty,/mNxVcxH2IqQoMJtk47YjkaiS1Jb.jpg,17761,1.287821,"mutiny,airplane,navigator",17,5.5,William A. Wellman,4482.0,Approved,2.0,1.0,1954,7,0,0,0,1,0,0,1
1640,"[27, 9648, 878]",Halloween III: Season of the Witch,/svPexK18MEl0lyAqb8fFUGGsEQ8.jpg,10676,1.905012,"commercial,factory,gas station,curfew,mask,halloween,hospital,doctor,death,surveillance camera,stonehenge",178,5.0,Tommy Lee Wallace,30567.0,R,5.0,2.0,1982,10,0,0,0,1,0,0,1
4793,[18],Clean and Sober,/tlMZLOtJNMrJUW4MJNEUw9ZmKBf.jpg,14441,1.295182,"cocaine,drinking,real estate agent",12,6.2,Glenn Gordon Caron,4717.0,15,6.0,1.0,1988,8,0,0,0,0,0,0,1
2565,"[18, 27, 28, 53]",Frontier(s),/bWd5u7MWgInE6JYx00f8CzfDNw5.jpg,13492,1.656446,"fascism,nazis,chase,sadism,blood splatter,beating,dress,mad scientist,independent film,gore,dinner,torture,corpse,execution,cruelty,violence,death,macabre,screaming,bloodbath,cannibalism,mad family,sinister,sadistic horror,french horror,new french extremism",149,5.9,Xavier Gens,21142.0,Unrated,7.0,5.0,2007,7,0,0,0,1,0,0,1
528,"[27, 9648]",Final Destination 3,/p7ARuNKUGPGvkBiDtIDvAzYzonX.jpg,9286,2.855277,"beheading,dying and death,stroke of fate",709,5.8,James Wong,107573.0,15,40.0,21.0,2006,2,0,0,0,0,0,0,1
1288,"[28, 12, 80, 9648, 53]",The Losers,/e67D7pMpWoo1ckY2QQaKYxhvVuy.jpg,34813,2.03208,"hospital,black ops,reference to macgyver,sucked into jet engine",404,6.2,Sylvain White,77130.0,12A,28.0,12.0,2010,4,0,0,0,1,0,0,1
3671,"[18, 878]",Battlestar Galactica: Blood & Chrome,/5dmHzpIevV2UMEOIakBJEXjDWiG.jpg,257368,1.454566,"outer space,space opera,battlestar starship,battlestar,space combat,starfighter",55,6.6,Jonas Pate,14176.0,12,3.0,1.0,2012,11,0,0,0,1,0,0,1
6196,"[28, 18, 10752]",Bat*21,/y6kZohZ4vCKSsNESlCvaTY3E1dU.jpg,14911,1.24498,based on novel,29,5.4,Peter Markle,6532.0,R,9.0,4.0,1988,7,0,0,0,1,1,0,1
3852,"[12, 18, 27]",Black Water,/5H7gKDZVp6FZCUG3XTMGBxcXsjw.jpg,14138,1.400117,"river,crocodile,swamp,tourist,australia",54,6.0,David Nerlich,10134.0,15,2.0,1.0,2007,6,0,0,0,1,0,0,1
588,"[28, 18, 53]",Run Lola Run,/3L8QhF5IkZOnEnBFdpj6GVkkp7d.jpg,104,2.787449,"berlin,casino,nun,red hair,running,homeless person,supermarket,ambulance,subway,daughter,money,fate",530,7.2,Tom Tykwer,166268.0,15,15.0,2.0,1998,8,0,0,0,1,0,0,1
3620,"[80, 18]",In Cold Blood,/t5wnOmnrsp3T2zImTsArJe84Gt9.jpg,18900,1.461417,"murder,true crime,farmer",72,7.5,Richard Brooks,19832.0,18,2.0,1.0,1967,12,0,0,0,0,0,0,1
956,"[28, 80, 18, 53]",Street Kings,/nFbZvElg1peBts1SYrfPkxUc3QG.jpg,1266,2.172688,"police,los angeles",283,6.2,David Ayer,97100.0,15,42.0,9.0,2008,4,0,0,0,1,0,0,1
4573,"[27, 53, 18]",The Returned,/xaebgpsOqxkfeKDaV4YMTbww5ss.jpg,227094,1.316624,"race against time,zombie,drug,partial cure",70,6.2,Manuel Carballo,7088.0,15,4.0,2.0,2013,11,0,0,0,0,0,0,1
4383,"[35, 9648, 53]",Bad Kids Go To Hell,/p2aWjYGH9AGtHUXVhafEAQ9diRs.jpg,138372,1.334864,"sex,detention,based on graphic novel,preparatory school",39,4.2,Matthew Spradlin,3158.0,15,5.0,5.0,2012,12,0,0,1,0,0,0,1
1351,"[27, 53]",Red Eye,/rTDa8Ald7iiES01zJJkcM9ikd0l.jpg,11460,2.007635,"hostage,menace,hitman,airplane",357,6.1,Wes Craven,97010.0,12A,23.0,5.0,2005,8,0,0,0,0,0,0,1
5458,"[10770, 27, 878]",Hydra,/c7CGC7Arsq69turNGSC0IiPZIVv.jpg,24778,1.238942,"boat,island,ship,mythical creature",11,3.1,Andrew Prendergast,1054.0,15,6.0,1.0,2009,2,0,0,0,1,0,0,1
5378,"[28, 27, 878]",The War of the Gargantuas,/l5bmYcIrdRqRe6gCgXlemNxSGMH.jpg,3146,1.246234,"airport,monster,octopus,frankenstein,sequel,giant monster,kaiju,man eating monster",9,6.3,Ishirô Honda,1549.0,TV-Y7,1.0,5.0,1966,7,0,0,0,1,0,0,1
5063,"[35, 18, 10749]",Numb,/ctPY1cri4YdhrKwhnEtr3UmiPlS.jpg,17106,1.273174,independent film,17,5.1,Harris Goldberg,7315.0,M18,4.0,3.0,2007,4,1,0,1,0,0,0,1
5621,"[27, 35]",Night of the Living Dorks,/9Ixy2dMyQMwMwIzCpouplwkkUte.jpg,12128,1.224059,"voodoo,car crash,morgue,zombie",15,5.2,Matthias Dinter,2382.0,T,5.0,4.0,2004,11,0,0,1,0,0,0,1
4180,"[28, 53]",Derailed,/inBGQGHUUFAmt9nINRAdTUBkmQN.jpg,17774,1.36147,"biological weapon,train,train explosion,runaway train",36,3.7,Bob Misiorowski,6323.0,15,43.0,15.0,2002,5,0,0,0,1,0,0,1
390,"[28, 18]",Race,/szLfTQ2vLFQkNbP3dc0pnco1rje.jpg,323677,3.030399,"olympic games,biography,sport,historical figure,nazi germany,racism,african american,track and field",328,7.0,Stephen Hopkins,22976.0,PG,2.0,3.0,2016,2,0,0,0,1,0,0,1
2451,"[18, 10749]",Sweet November,/unObEztpIx6gmVAKe0p1VWHMcDI.jpg,1921,1.685664,"workaholic,dogsitter",211,6.3,Pat O'Connor,73029.0,12,2.0,2.0,2001,2,1,0,0,0,0,0,1
1715,"[27, 9648, 53]",Ghost Ship,/3zpmLxfZIusjsy9GEEk5zhxBqi6.jpg,9645,1.880452,"cruise,pilot,ghost ship",397,5.2,Steve Beck,78654.0,18,66.0,9.0,2002,10,0,0,0,0,0,0,1
4135,"[27, 878, 14]",From Beyond,/aFH1zXuPQ2lGt09QlszmsnRtgA9.jpg,14510,1.368045,"human experimentation,h.p. lovecraft,parallel universe",81,6.5,Stuart Gordon,15935.0,Unrated,4.0,35.0,1986,6,0,0,0,1,0,1,1
819,"[27, 53]",Child's Play,/dSX9i2buibfyKFRpK2kOe6rtl5R.jpg,10585,2.559358,"gun,birthday,voodoo,toy,stalker,murder,blood,slasher,explosion,killer,doll,evil,toy comes to life,ginger",402,6.4,Tom Holland,65340.0,R,15.0,11.0,1988,11,0,0,0,0,0,0,1
2798,"[28, 53]",Red Dawn,/hVyeN1aFmqLsRK9VNElETYBDtnf.jpg,1880,1.607456,"guerrilla,colorado,invasion,anti-communism,near future,red army",182,6.4,John Milius,43325.0,PG-13,21.0,3.0,1984,8,0,0,0,1,0,0,1
1592,"[18, 53]",The Debt,/mt7PIAIQg2hANBwfCKtDYjutYP1.jpg,48289,1.922914,"beach,mossad,secret agent,insane asylum,lye,syringe,lost of friend",215,6.2,John Madden,56991.0,15,30.0,8.0,2010,4,0,0,0,0,0,0,1
3289,"[28, 12, 14, 27]",BloodRayne,/qCrvpGxWjOh7tVLxyqWLR65ZuWX.jpg,168705,1.516055,"vampire,based on video game,vampire hunter,romania",95,3.5,Uwe Boll,31150.0,18,51.0,26.0,2005,10,0,0,0,1,0,1,1
909,"[12, 18, 14, 10749, 53]",Fallen,/v1Hv0kp8kGAPkFUIVRUrPpxH8W9.jpg,283378,2.191825,"based on novel,fallen angel,teenager,reform school,woman writer,based on young adult book",126,6.0,Scott Hicks,3095.0,12A,11.0,5.0,2016,11,1,0,0,1,0,1,1
5395,"[12, 14, 18, 28, 878]",Mighty Joe Young,/hOqS7kauoEYQ09XkiMu8QOgNoBU.jpg,39314,1.244749,"decoy,wrestler,ape,exotic pet,team roping",21,6.8,Ernest B. Schoedsack,3580.0,Approved,13.0,6.0,1949,7,0,0,0,1,0,1,1
1199,"[18, 35, 10751]",We Bought a Zoo,/2gYXRzCsQz7qpZKgoE28a9zX1eu.jpg,74465,2.069076,zoo,729,6.4,Cameron Crowe,116197.0,TV-PG,8.0,8.0,2011,12,0,1,1,0,0,0,1
1593,"[10749, 53, 37]",Slow West,/uZ9dBBn0GaEw0YIBvQd01Io3pho.jpg,223485,1.922485,"fire,bounty hunter,shotgun,horseback riding,horse,cabin,frontier,outlaw,rifle,unrequited love,death of father,native american,shootout,search,pistol,death by accident,violence,ireland,drinking,pursuit,shot through a wall,flaming arrow,dream sequence,flashback,shot in the heart",311,6.7,John Maclean,31489.0,15,3.0,5.0,2015,4,1,0,0,0,0,0,1
3986,"[35, 27]",Deathgasm,/690lTkTztwK2HLhO9vovXJGeIcQ.jpg,323373,1.386847,"new zealand,college,friendship,teenage boy,metal band",130,6.5,Jason Lei Howden,10802.0,15,7.0,3.0,2015,8,0,0,1,0,0,0,1
1784,"[35, 18, 10402, 10749]",Rent,/4KtXerHNKtCzVGahytBstctW69b.jpg,1833,1.859782,"gay,sex,aids,hiv,based on play,african american,missing person,hiv positive,home movie,mugging,title sung by character,telephone call  ,lower east side",121,6.5,Chris Columbus,42959.0,12A,45.0,15.0,2005,11,1,0,1,0,0,0,1
3462,"[35, 80]",The Perfect Score,/1y14WqlW9UsCCiKVZEDro3VKK3j.jpg,13505,1.485528,"secret,test,school,student,hacking,exams",107,5.5,Brian Robbins,20364.0,12,3.0,3.0,2004,1,0,0,1,0,0,0,1
2796,"[35, 18]",The Great White Hype,/15x1IKSbzO3qX4191Wf9UpuwK8D.jpg,20759,1.608202,"boxer,sport,promoter",22,5.2,Reginald Hudlin,7453.0,15,17.0,2.0,1996,5,0,0,1,0,0,0,1
5523,"[53, 9648]",The Dyatlov Pass Incident,/3JQbPneTS10fxhgiRXfe4FXtT8S.jpg,169219,1.233503,"russia,hiking,snow,found footage",140,5.7,Renny Harlin,16915.0,15,8.0,11.0,2013,2,0,0,0,0,0,0,1
6134,"[28, 35, 18, 10769, 53]",Running on Karma,/pLOstKIMQ5EaoG0FYcOvUvuoqIH.jpg,32233,1.252294,independent film,13,6.0,Johnnie To,2333.0,PG,1.0,19.0,2003,1,0,0,1,1,0,0,1
1894,"[18, 27, 53]",Candyman,/w5YQqrwzreHfa7RmXCB7rpLLxbe.jpg,9529,1.829558,"investigation,urban legend,urban,student,university,mirror,candyman,hook for a hand,housing project,urban decay,belief",227,6.3,Bernard Rose,52737.0,18,5.0,9.0,1992,10,0,0,0,0,0,0,1
5130,"[12, 18, 14]",Jack and the Beanstalk: The Real Story,/3Fu4xnDklepQZHmQ2ZAdopbtks7.jpg,38975,1.267478,"beanstalk,giant",18,6.1,Brian Henson,2905.0,AL,6.0,27.0,2001,12,0,0,0,1,0,1,1
3437,"[27, 878, 53]",The Fly II,/zoIWGWVMCbkmsVieP99br9ZC8yY.jpg,10344,1.489544,"monster,experiment,industrialist,sequel,fly the insect",115,5.2,Chris Walas,17580.0,R,11.0,38.0,1989,2,0,0,0,1,0,0,1
1714,"[28, 12, 35, 18, 37]",City Slickers,/9utnPWr4aaZma19owcEXBo3OLcu.jpg,1406,1.88058,"men,stetson,vacation,prairie",184,6.2,Ron Underwood,40601.0,15,12.0,4.0,1991,6,0,0,1,1,0,0,1
816,"[10752, 18, 53]",The Siege of Jadotville,/9r21jawIp226dlQ8dLzwSBrRDNY.jpg,334517,2.561623,"based on novel,conflict,united nations,congo,katanga conflict",108,7.3,Richie Smyth,13777.0,18,5.0,1.0,2016,9,0,0,0,0,1,0,1
3455,"[28, 12, 35, 53]","War, Inc.",/xrpH4CvTKTz3uo6mWlLclVUKVo4.jpg,13191,1.4863,"hitman,political satire",69,5.4,Joshua Seftel,20247.0,15,24.0,6.0,2008,4,0,0,1,1,0,0,1
259,"[18, 80]",The Drop,/lj8AMCjWx0jU93XajzUEOUUNKZF.jpg,154400,3.25798,"crime boss,mobster,pitbull,brooklyn new york city",726,6.7,Michaël R. Roskam,114832.0,15,5.0,3.0,2014,9,0,0,0,0,0,0,1
3781,"[18, 36, 10749]",Captain Corelli's Mandolin,/kKDQgPvxf0hjjlnKPp3oGblDsZR.jpg,1722,1.440738,"officer,greek island,mandolin,italian soldier,resistance fighter,greek history,italian army,allied forces",106,5.5,John Madden,28895.0,15,13.0,13.0,2001,8,1,0,0,0,1,0,1
5536,"[18, 36, 10752]",Battle of the Bulge,/o41pnzW7W8Mt3YR5YVv5ovlhoau.jpg,13524,1.231843,"world war ii,panzer,tank,battle of the bulge,fuel depot",45,6.4,Ken Annakin,11632.0,Not Rated,3.0,6.0,1965,4,0,0,0,0,1,0,1
469,"[18, 10749, 10752]",Gone with the Wind,/4o1yeosjSFMaI9pe1rOkYcZ6hHO.jpg,770,2.932289,"life and death,civil war,southern u.s.,loss of child,marriage proposal,atlanta,luxury,plantation,typhus,business woman,marriage crisis",748,7.5,Victor Fleming,227657.0,G,18.0,2.0,1939,12,1,0,0,0,1,0,1
3704,"[35, 80]",Ruby & Quentin,/66JSQqpDNSP031HfSwRXmii2jsV.jpg,7229,1.450384,"prison,jealousy,escape,henchman,jockey,mob boss",124,6.7,Francis Veber,22555.0,12A,24.0,5.0,2003,10,0,0,1,0,0,0,1
96,"[35, 18, 10751]",Mrs. Doubtfire,/jx4NvllNGN7o5bpIhcCMh26Xwaj.jpg,788,3.657607,"san francisco,parents kids relationship,restaurant,nanny,mask,custody battle,fake identity",1134,6.9,Chris Columbus,191829.0,12,5.0,5.0,1993,11,0,1,1,0,0,0,1
1891,"[28, 18]",Kickboxer: Vengeance,/fHwikdzHy8btv7Rn1eRGe9rvLVO.jpg,308529,1.830422,"martial arts,kickboxing,martial arts tournament,reboot,thai boxing",67,4.5,John Stockwell,6434.0,15,61.0,3.0,2016,7,0,0,0,1,0,0,1
2982,"[18, 53]",Berlin Syndrome,/5qBg9GxoCA8qu48iWp1obK5pBHs.jpg,363126,1.573357,"based on novel,hostage,woman director",0,0.0,Cate Shortland,162.0,15,3.0,3.0,2017,5,0,0,0,0,0,0,1
2248,"[18, 53]",Copycat,/80czeJGSoik22fhtUM9WzyjUU4r.jpg,1710,1.735462,"police brutality,psychology,police operation,police protection,serial killer,psychologist,cowardliness",153,6.4,Jon Amiel,43887.0,18,19.0,10.0,1995,10,0,0,0,0,0,0,1
4932,"[80, 53]",Anamorph,/pYS2qqkr7DeJTwAJegg6wS1hFHL.jpg,14000,1.283631,"detective inspector,artwork,suspense",40,5.3,Henry Miller,8241.0,15,4.0,3.0,2007,9,0,0,0,0,0,0,1
3425,"[18, 10749]",My Blueberry Nights,/xjR7Gbu6Xw7EwLgxupJtnRBoP5i.jpg,1989,1.492198,"usa,kaffeehaus,poker,lovesickness,waitress,bar,night life,night,melancholy,approach,lonelyness",155,6.1,Kar-Wai Wong,45810.0,12A,5.0,4.0,2007,5,1,0,0,0,0,0,1
2369,"[35, 18, 10749]",The Romantics,/2wxdC3GXfujNHn5f19125x5JlmH.jpg,41556,1.704826,"cheating,wedding,romantic literature,woman director",61,4.7,Galt Niederhoffer,10311.0,12,6.0,3.0,2010,9,1,0,1,0,0,0,1
5906,[27],Pumpkinhead IV: Blood Feud,/6avD9ysGVtAu2NXCpC8YsyL2OoM.jpg,35979,1.275057,"ritual,family feud,pumpkin head,based on poem",11,5.0,Michael Hurst,1689.0,18,20.0,4.0,2007,2,0,0,0,0,0,0,1
192,"[12, 28, 80, 9648]",Sherlock Holmes: A Game of Shadows,/7OFqsVuS6DlVM10GUD72vCGpQm9.jpg,58574,3.427626,"detective inspector,steampunk,criminal mastermind",3133,6.9,Guy Ritchie,354851.0,12A,110.0,37.0,2011,11,0,0,0,1,0,0,1
1905,"[27, 53]",The Devil's Hand,/bHWLdnU2hb4ZFbC22VS6ukcf35q.jpg,220471,1.826166,"supernatural,suspense",33,4.7,Christian E. Christiansen,2667.0,15,15.0,6.0,2014,10,0,0,0,0,0,0,1
2270,"[18, 53]",Cold in July,/zotsAuntzSFECpDWfkIWePcIJOq.jpg,244509,1.729864,"self-defense,revenge,murder,home invasion",216,6.4,Jim Mickle,27778.0,15,10.0,2.0,2014,5,0,0,0,0,0,0,1
1075,"[28, 18, 53]",The Grey,/bwN4x9RTLtDUDvaOWg4yvOBU38I.jpg,75174,2.123965,"alcohol,isolation,wolf,wilderness,stranded,alaska,survival,forest,airplane crash,fear,howling,death,animal killing,freezing,animal attack,campfire,male camaraderie,gun in mouth,aftercreditsstinger,bar fight,eaten alive,eaten by animal",1224,6.4,Joe Carnahan,210239.0,15,34.0,18.0,2011,12,0,0,0,1,0,0,1
2140,[18],Hesher,/g5ZazFP4uIRfcGXDo77tXDRAr3a.jpg,44835,1.759964,"loss of mother,clerk,grocery,loss of relative,loss of wife,briefs,duringcreditsstinger",171,6.6,Spencer Susser,45338.0,15,17.0,6.0,2010,1,0,0,0,0,0,0,1
2320,"[35, 18, 10751, 14, 10749]",Just My Luck,/tqDuLqR91WQYXDiobB8YTJ1ZWWO.jpg,10025,1.717727,"jinx,bad luck,kiss,romantic comedy,alcohol abuse,celebration,envy,luck,mysterious stranger,masquerade",340,5.6,Donald Petrie,45986.0,PG,17.0,5.0,2006,5,1,1,1,0,0,1,1
1387,"[9648, 27, 28]",The Crazies,/s15bIs5uLEqPEQERH5YqjCjY6gd.jpg,29427,1.999022,"terror,biological weapon,cover-up,splatter,duringcreditsstinger,virus",494,6.1,Breck Eisner,96278.0,15,30.0,24.0,2010,2,0,0,0,1,0,0,1
5258,"[80, 18, 53]",The Parallax View,/6jIZ8PUGQ0wnACtQok2dzpFJVlm.jpg,17365,1.25799,"corruption,assassination,based on novel,senator,reporter,political",62,6.9,Alan J. Pakula,11733.0,R,5.0,1.0,1974,6,0,0,0,0,0,0,1
3321,"[14, 27, 53, 878, 9648, 10751]",The Watcher in the Woods,/1mRLqyUxrV6F90JncmuGJPIkDJg.jpg,21970,1.51203,"country house,solar eclipse,haunted house,past",33,6.2,John Hough,4188.0,PG,1.0,8.0,1980,4,0,1,0,1,0,1,1
4592,"[18, 10749]",Mr. Jones,/yeSnOxbdYqHexjZMG91Ep4MAbr8.jpg,2625,1.315048,"depression,therapist,symphony,piano,psychiatrist patient relationship,bipolar disorder",24,6.0,Mike Figgis,5804.0,15,13.0,2.0,1993,10,1,0,0,0,0,0,1
913,[18],Requiem for a Dream,/muym4jTjdLx7E6as09d1wlC3sOB.jpg,641,2.190809,"drug addiction,junkie,heroin,speed,diet,unsociability,illegal prostitution",1784,7.8,Darren Aronofsky,608710.0,R,16.0,4.0,2000,10,0,0,0,0,0,0,1
1882,"[18, 10749, 878]",Nineteen Eighty-Four,/asqIqgy3lywRhrVv6WCdcofNWH1.jpg,9314,1.831951,"vatican,fascism,totalitarian regime,dystopia,big brother,brainwashing,orwellian",239,6.8,Michael Radford,52242.0,R,3.0,4.0,1984,10,1,0,0,1,0,0,1
5152,"[18, 53]",23,/vBAV6Ax0tRlhbtENi6Opb0Fj7Nt.jpg,1557,1.265377,"spy,german democratic republic,cold war,cocaine,hacker,psychology,court case,kgb,hannover,computer,delusion,based on true story,conspiracy theory,hospital,best friend",43,7.2,Hans-Christian Schmid,5776.0,R(A),4.0,5.0,1998,7,0,0,0,0,0,0,1
4068,"[28, 18, 53]",Aftershock: Earthquake in New York,/u48Lr5cecAbnky0e8v03ABwErFA.jpg,25789,1.378315,"new york,earthquake,tragedy,urban,disaster",9,4.2,Mikael Salomon,1551.0,Unrated,53.0,13.0,1999,11,0,0,0,1,0,0,1
4137,[18],The Cry of the Owl,/87nS8kkVyJ2WkPSxza9O77VVId4.jpg,18530,1.367895,suspense,22,5.5,Jamie Thraves,3953.0,15,7.0,1.0,2009,2,0,0,0,0,0,0,1
5790,[18],The Tracey Fragments,/lzv20xoUBltKYvY5DtuteggHU2G.jpg,16725,1.212803,"bullying,independent film,violence",32,5.9,Bruce McDonald,6825.0,15,5.0,2.0,2007,9,0,0,0,0,0,0,1
2312,[18],Rudy,/lkimdKMignuOmaZ3SmEtpvBTbdQ.jpg,14534,1.719398,"american football,biography,sport,family relationships,aspiration",153,7.2,David Anspaugh,44507.0,PG,11.0,4.0,1993,9,0,0,0,0,0,0,1
3460,"[53, 9648, 18]",8MM 2,/xj8ztzGqqQ1q3DYO830GfjANmpC.jpg,7295,1.485846,"budapest,hungary,blackmail,porno scene,unsimulated sex,sex party",22,4.0,J.S. Cardone,3824.0,R,7.0,3.0,2005,11,0,0,0,0,0,0,1
5445,[27],Cabin Fever: Patient Zero,/9CvQO8Et59TcPhYwy7HznKB6SWe.jpg,157424,1.24073,"suicide,island,infection,quarantine,prequel,murder,gore,marijuana,explosion,dead fish,sex scene,death,cunnilingus,axe murder,flesh eating,virus,research facility,bachelor party",72,4.8,Kaare Andrews,5448.0,18,2.0,2.0,2014,2,0,0,0,0,0,0,1
5231,"[18, 27, 35, 53, 10749]",Love Object,/2ugM0JAxWTV6eAhYK9A7tbw5F2j.jpg,16973,1.25971,"sex,sex doll",28,5.7,Robert Parigi,3024.0,18,2.0,3.0,2003,4,1,0,1,0,0,0,1
445,"[53, 28, 14, 27]",Ghost Rider,/jnllnSq8u4d1oQPU7PsoAHD6bLU.jpg,1250,2.956758,"mephisto,religion and supernatural,dying and death,devil's son,ghost world,stunt,flame,based on comic book",1247,5.2,Mark Steven Johnson,189603.0,12,53.0,34.0,2007,2,0,0,0,1,0,1,1
2158,"[27, 53]",Halloween: The Curse of Michael Myers,/8Tw5IttoEATGD2FHhcG9bDzqwbi.jpg,10987,1.756299,"mass murder,nudity,halloween,attempt to escape,cult,psychopath,escape agent,murder,escape,slasher,doctor,niece,death,evil,michael myers,psychiatric,murder hunt,halloween night",125,5.0,Joe Chappelle,22121.0,18,7.0,4.0,1995,9,0,0,0,0,0,0,1
4741,"[18, 10749]",Kuch Kuch Hota Hai,/gCxR77PigGO7OvewN4sAATeI363.jpg,11854,1.298976,"soulmates,platonic love,dying and death,approach,terminal illness,friendship bracelet,burschikos,love,falling in love,unhappiness,childhood friends",74,7.6,Karan Johar,36210.0,U,1.0,3.0,1998,10,1,0,0,0,0,0,1
1639,"[35, 18, 10751]",Princess Protection Program,/u23mffpCCgltkWFnty6cSeUBjC.jpg,19458,1.905306,"secret identity,island,monarchy,high school,princess,mother daughter relationship,best friend,teenager,father daughter relationship,new home,woman director,new school",228,6.0,Allison Liddi-Brown,15611.0,TV-G,11.0,1.0,2009,6,0,1,1,0,0,0,1
5314,"[28, 18, 878, 12]",Babylon 5: In the Beginning,/6sYAd4rOPCwz6vjzlgWs3iNjSnX.jpg,10940,1.253377,"earth,alien phenomenons,war,assault,space centre",39,7.3,Michael Vejar,6094.0,PG,1.0,1.0,1998,1,0,0,0,1,0,0,1
5362,[53],The Little Drummer Girl,/jlTeVwjHjMnbvzaK71cvGV7u2pn.jpg,32088,1.248068,"palestinian,american",8,5.3,George Roy Hill,1561.0,R,1.0,2.0,1984,10,0,0,0,0,0,0,1
6046,"[35, 18]",Just Add Water,/wOgfdyoQRFLwtC9wwmz9vC6elQb.jpg,15936,1.260148,"independent film,rural,tollbooth guard,vigilante justice,middle age romance,bad landlord,pet turtle",18,5.4,Hart Bochner,2646.0,15,2.0,1.0,2008,3,0,0,1,0,0,0,1
637,"[80, 18, 9648, 53]",The Pledge,/1SLCUsNThBezrLcXHZ7j0t1wRY4.jpg,5955,2.741057,"promise,murder,drawing,porcupine,pledge,retirement party,criminal profile",156,6.6,Sean Penn,44196.0,15,3.0,7.0,2001,1,0,0,0,0,0,0,1
5992,"[27, 53]",Deep in the Woods,/vqTtmm944G58cQZbGrITGnT0cB6.jpg,11303,1.264864,"secret,wolf,nightmare,fairy tale,little red riding hood,grandchildren,baroness,reicher graf,forest,spectacle",5,4.0,Lionel Delplanque,2141.0,18,5.0,6.0,2000,6,0,0,0,0,0,0,1
3489,[18],You Don't Know Jack,/5gM8avDn8waMs4bX7YJrbGRbgLV.jpg,36950,1.482116,"suicide,suffering,pain,biography,historical figure,terminal illness,murder,morality,media manipulation,moral dilemma,assisted suicide",86,6.8,Barry Levinson,22726.0,15,1.0,4.0,2010,4,0,0,0,0,0,0,1
264,"[9648, 53, 28]",The Guest,/xxSuU7Q9ZmPjw9TNQ1WzmHVAxBI.jpg,241848,3.250353,"bar,halloween,high school,iraq war veteran,murder,diner",524,6.6,Adam Wingard,70298.0,15,8.0,2.0,2014,9,0,0,0,1,0,0,1
2699,"[18, 878, 35]",A Boy and His Dog,/r0dqfKuPFgnLfJY7j9YmJIyKvu1.jpg,4917,1.630563,"telepathy,decoy,post-apocalyptic,dystopia,impregnation",72,6.4,L.Q. Jones,13369.0,R,5.0,1.0,1975,11,0,0,1,1,0,0,1
5583,"[14, 18, 27, 35]",Cemetery Man,/p1Mwuw6Vmkl8tDAfkiUxCZUF33t.jpg,21588,1.227165,"insanity,undead,grim reaper,zombie,macabre,grotesque",81,7.2,Michele Soavi,16733.0,18,8.0,7.0,1994,3,0,0,1,0,0,1,1
