genre_ids,title,poster_path,tmdb_id,popularity,keywords,vote_count,vote_average,director,imdb_votes,certificate,num_stunts,num_fx,month,decade,group5,group4,group7,group6,group1,group3,group2
"[28, 36, 37, 10749]",The Far Horizons,/6OyWkcpbZdGue5QAVzNA8DQSHNe.jpg,94405.0,1.234974,"historical figure,riverboat",3.0,4.0,Rudolph Maté,744.0,U,5.0,1.0,5.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
"[10752, 28, 18]",Hamburger Hill,/dv7kAXS2wFWuCdMmB1lw1dyo358.jpg,10652.0,2.102284,"vietnam war,gi,u.s. air force,u.s. army,loss,insanity,nva,lieutenant,jungle,gunfight,soldier,massacre,violence,combat,war hero,hand to hand combat",93.0,6.5,John Irvin,19713.0,R,4.0,10.0,8.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
"[18, 28, 36, 10769]",47 Samurai,/xbpdmOswgTMeHSnHLohjO7D78aY.jpg,44662.0,1.240771,"japan,samurai,revenge,seppuku,historical drama",16.0,6.9,Hiroshi Inagaki,1611.0,15,1.0,1.0,11.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
"[37, 18, 10749, 10752]",The Beguiled,/uw1mxOb0UhOjHybLEP5DAorXB9A.jpg,31906.0,1.402305,"civil war,suspense,yankee",59.0,7.1,Don Siegel,10218.0,R,2.0,1.0,3.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
"[10749, 18, 36, 10752, 10402]",Joyeux Noël,/22SsQo26g7cEvhoViJjrmJbtUDq.jpg,11661.0,1.767174,"holiday,world war i,hostility,singer,singing,christmas",165.0,7.2,Christian Carion,22825.0,R,7.0,5.0,11.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
"[28, 18, 36, 10752]",The Longest Day,/664VZXg2UTNif3qooghJqJni351.jpg,9289.0,1.956363,"world war ii,normandy,allied,widerstand,steel helmet,soldier",179.0,7.2,Ken Annakin,44684.0,U,9.0,7.0,9.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
"[28, 12, 18, 36]",Ben-Hur,/syPMBvvZsADTTRu3UKuxO1Wflq.jpg,665.0,3.476426,"roman,prince,chariot race,jerusalem,governor,politics,epic,friends,revenge,jewish,galley,galley slave",502.0,7.4,William Wyler,172151.0,U,17.0,3.0,12.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
"[18, 36]",The Molly Maguires,/AqRyswbmYImwT3UIlDR6w6LXSR2.jpg,42345.0,1.629011,"pennsylvania,miner,coal mining,coal mine,pennsylvania coal miner",13.0,5.9,Martin Ritt,2712.0,PG,8.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"[10752, 18, 36, 28, 10749]",Henry V,/9k34jK0UlAqcbPCgY3Ny7CMwXZL.jpg,10705.0,1.338448,"shakespeare,hero,kingdom,war,based on play,gritty,medieval,king of england",53.0,7.2,Kenneth Branagh,24206.0,12,5.0,7.0,10.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
"[18, 28, 36, 53, 10752]",The Dam Busters,/n6rJ0btb1JyI6oCjwoylUxNcLXn.jpg,13210.0,1.535448,"world war ii,air force,dam,lancaster bomber,docudrama",30.0,7.0,Michael Anderson,7837.0,U,1.0,2.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
"[18, 12, 36]",The Way Back,/5lPRuICgmMmdrBr6qMNl80psEGo.jpg,49009.0,1.802112,"escape,india,gulag,american,thug,based on memoir",354.0,6.8,Peter Weir,92063.0,12,21.0,20.0,9.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
"[18, 10752]",Beasts of No Nation,/geb6DKAnaRf0PFRlqm8i02G6JBv.jpg,283587.0,1.482496,"africa,based on novel,child soldier",384.0,7.6,Cary Joji Fukunaga,49470.0,15,1.0,1.0,9.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"[10752, 18, 36]",Welcome to Sarajevo,/9kJOjSLekn2B4hwHiGMOPEhxyrU.jpg,14905.0,1.984634,"england,civil war,journalist,sarajevo,orphanage,bosnian war of 1992-1995",19.0,6.5,Michael Winterbottom,6077.0,15,2.0,3.0,5.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"[18, 10752]",In Darkness,/7MxZ8xvxAns6Huhqi5Nd7P6cava.jpg,73686.0,1.302705,"refugee,nazis,thief,jewish,sewer,woman director",39.0,6.9,Agnieszka Holland,8426.0,15,18.0,7.0,9.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"[10752, 28, 12, 18]",The Blue Max,/r4fh1tLYcW4FPW0KbZiASjgxcBt.jpg,19728.0,1.276847,"world war i,fighter pilot,biplane,flying ace",23.0,6.3,John Guillermin,5310.0,PG,12.0,4.0,6.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
"[12, 10752, 18, 36]",Gallipoli,/d5GbAaOdb4wSayHiTqcwatsJPWz.jpg,11646.0,1.809336,"world war i,battle assignment,troops,australia,turk",82.0,7.0,Peter Weir,30938.0,PG,2.0,5.0,8.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
"[18, 36]",Priest Daens,/4fS6fxlj8drUKI17eBsDIm9mfF8.jpg,44103.0,1.207573,industrial revolution,11.0,6.4,Stijn Coninx,3223.0,12,2.0,1.0,9.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"[12, 18, 36]",Seven Years in Tibet,/cflSeFUVDCf73Tzh5sB204JbQ6j.jpg,978.0,2.557718,"buddhism,himalaya,austria,mountains,buddhist monk,world war ii,prisoners of war,monsoon,tibet,dalai lama,mountaineer,lhasa,wedding",481.0,6.9,Jean-Jacques Annaud,100576.0,PG,7.0,7.0,9.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
"[18, 36]",Dallas Buyers Club,/nxJFUxDRP9qQCiyD5sH24N5SCSu.jpg,152532.0,3.307696,"women,aids,biography,based on true story,hiv,drug,1980s",2254.0,7.8,Jean-Marc Vallée,350130.0,15,8.0,1.0,9.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"[12, 18, 28, 36, 10752]",Where Eagles Dare,/70lTWYeTtQfQ9HVKE12ZS7r89jM.jpg,11046.0,1.988751,"germany,world war ii,liberation of prisoners,alps",180.0,7.3,Brian G. Hutton,42282.0,15,36.0,2.0,12.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
"[18, 10749, 10752]",Barry Lyndon,/cGr3Psreme0J3OaM1ZOEngfw2BR.jpg,3175.0,2.607466,"palace,british army,fencing,epic,debt,ireland,british soldier,seven years war,nobility,prussia",382.0,7.6,Stanley Kubrick,108422.0,PG,1.0,1.0,12.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
"[28, 12, 18, 36, 10752]",The Charge of the Light Brigade,/cvQLdGm9oSEvdJuCSd0foKEPV4e.jpg,42193.0,1.220566,"hero,russian,british army,british empire,remake,honor,russian soldier,massacre,political,discipline,hussars,istanbul turkey,british soldier,british history,british colonial,anti war,equestrian,lancer,queen victoria",12.0,6.1,Tony Richardson,2380.0,12,3.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
"[18, 36, 10749]",Maudie,/1Jgp09U2JXQ9CnCJxG1QQkRdjdI.jpg,359784.0,2.099892,"canada,romance,male female relationship,art,disability,woman director",3.0,0.0,Aisling Walsh,155.0,15,1.0,2.0,4.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
"[10752, 35, 18]",Beautiful People,/8QHFKeRzZpN1CnPqAahlwGPnbLz.jpg,61416.0,1.252592,"england,refugee,independent film,bosnian war",8.0,5.9,Jasmin Dizdar,2233.0,15,1.0,1.0,9.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
"[12, 10752, 18, 36]",Gallipoli,/d5GbAaOdb4wSayHiTqcwatsJPWz.jpg,11646.0,1.809336,"world war i,battle assignment,troops,australia,turk",82.0,7.0,Peter Weir,30938.0,PG,2.0,5.0,8.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
"[36, 18]",Milk,/sFYmJJSVXqfqPI79tx4UG4IR5Jb.jpg,10139.0,2.080062,"gay,san francisco,homophobia,mayor,biography,politics,politician,election campaign,homosexuality,morality,election,mayoral campaign",487.0,7.1,Gus Van Sant,142349.0,15,14.0,9.0,11.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"[36, 18, 10752]",The Lost Battalion,/tvOtcDgENsSkN78hPqkzF5etrGm.jpg,35583.0,1.327696,"world war i,war,combat",16.0,6.0,Russell Mulcahy,5512.0,15,6.0,4.0,12.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"[18, 36, 10749]",Bent,/a0LP0FS9qDW3RJN8GwYA2G8rBGx.jpg,19601.0,1.95432,"nazis,concentration camp prisoner,independent film,gay interest",28.0,6.1,Sean Mathias,6500.0,15,4.0,2.0,11.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
"[18, 10752, 9648]",Incendies,/sEUG3qjxwHjxkzuO7plrRHhOZUH.jpg,46738.0,2.01303,"prison,middle east,rape,muslim,militia,interpreter,son,christian,orphanage,swimming pool,massacre,checkpoint,political assassination,twins,will",360.0,7.8,Denis Villeneuve,91439.0,15,3.0,3.0,9.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"[18, 10752]",Generation War,/lQKe2rx4tx5rxLbQhFb2fQAXRBw.jpg,178446.0,1.338454,"world war ii,mini-series",55.0,8.2,Philipp Kadelbach,16582.0,15,4.0,5.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"[10752, 12]",Against the Sun,/5QTdkyxsgOw276K87Pt7RhpN2vE.jpg,302828.0,1.209703,"survival,lifeboat,bombardier",46.0,6.4,Brian Falk,3594.0,12,3.0,7.0,11.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
"[28, 80, 18, 36]",Dead Presidents,/2dLyvXVvJXUR9otoqERkYpao1bB.jpg,11443.0,1.465898,"money,loss of virginity,hiding in a dumpster,mercy killing,armored truck,crushed by a car",58.0,6.6,Albert Hughes,15952.0,18,15.0,5.0,10.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
"[28, 12, 18, 36, 37]",The Alamo,/qx5tRhWmDEpc28BXSkgreoKzqbi.jpg,11209.0,1.235973,"texas,assault,alamo,mexican,mexican army",44.0,6.3,John Wayne,11389.0,PG,32.0,2.0,10.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
"[12, 10751, 36]",Storm - Letter of Fire,/rqfnk0DRzDHc9TZSv3Z1lTmVFIA.jpg,378423.0,1.227044,"inquisition,freedom of speech,freedom of the press,reformation",0.0,0.0,Dennis Bots,58.0,PG,5.0,4.0,1.0,10.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
"[10752, 18]",Under Fire,/mvscM4MPbxTxfi66AwIYHfRY7PF.jpg,12503.0,1.300173,"wife husband relationship,1970s,revolution,war photographer,nicaragua",34.0,6.9,Roger Spottiswoode,5590.0,R,17.0,2.0,10.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"[18, 36]",The Throne,/50thXO6Pfn43iCU9RDwN6fIidHI.jpg,315439.0,1.320038,korean movie,16.0,6.8,Joon-ik Lee,885.0,PG,1.0,1.0,9.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"[28, 35, 18, 10752]",Heartbreak Ridge,/hbKkfRpjtoCYabxEmhklM6MhF7g.jpg,10015.0,1.753467,"recruit,officer,battle assignment,marine,platoon,combat",203.0,6.5,Clint Eastwood,31867.0,R,3.0,2.0,12.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
"[10752, 18, 36]",Gettysburg,/xjpMfoPmo4bX8MEZPpWl8lBq6rx.jpg,10655.0,1.263057,"civil war,troops,independence day,army,battle,union soldier,confederate soldier,american civil war",74.0,6.6,Ron Maxwell,22562.0,PG,22.0,20.0,10.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"[12, 18, 28, 36]",The Mission,/vwCrxKBQCajZ3g67c28cXoSN91z.jpg,11416.0,2.092947,"christianity,mission,colonisation,south america,spanish,18th century,indigenous peoples,assimilation,jesuit priest",215.0,7.1,Roland Joffé,46338.0,PG,6.0,7.0,9.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
"[18, 10752]",Before the Rain,/aIll5MvOZmUCmiwuGWMlaHRj2gj.jpg,19155.0,1.281295,"monk,mountains,restaurant,war photographer,christian,fashion photographer,girl,violence,albanian,macedonia",33.0,7.3,Milcho Manchevski,11698.0,15,2.0,2.0,6.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"[18, 36]",Reds,/5GMPURI5crYPsgS3Gy8Gz9Zh063.jpg,18254.0,1.915379,"journalist,russian revolution 1917",56.0,7.1,Warren Beatty,17064.0,PG,6.0,4.0,12.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"[18, 36, 10752]",The Flowers of War,/s9Lgt28YhHIVllsF3N1FxwNuGre.jpg,76758.0,1.541161,"forced prostitution,child rape",149.0,7.0,Yimou Zhang,40751.0,15,2.0,8.0,12.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"[18, 36, 10752]",Emperor,/vj7WGoWIfbpZ0g5cVvHQcsgXb83.jpg,127372.0,1.396362,"atomic bomb,emperor,japanese surrender,u.s. military",86.0,6.0,Peter Webber,10911.0,12,8.0,2.0,9.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"[18, 36, 10749]",Quo Vadis,/nTNT1V3YR1GdFhAMQGbvJNxPeJZ.jpg,11620.0,1.649481,"ancient rome,epic,kaiser nero",49.0,7.0,Mervyn LeRoy,10439.0,PG,1.0,5.0,11.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
"[35, 36, 27]",Cannibal! The Musical,/q5ZuudHZMCJNvJPsfaUfgS1NgOu.jpg,13063.0,1.543077,musical,40.0,6.7,Trey Parker,10421.0,18,2.0,3.0,10.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
"[18, 10752]",The Big Red One,/gjBEpIv2mC8HEP7tC7hcNuJSbBU.jpg,16121.0,1.449957,"africa,sicily,concentration camp,omaha beach,d-day,sergeant",60.0,6.9,Samuel Fuller,15980.0,PG,2.0,3.0,5.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"[28, 36, 10752]",We Were Soldiers,/kjG02l5Nqcgd3ZOb7aMBb9CIIIi.jpg,10590.0,2.53235,"vietnam veteran,missile,vietnam war,army,major,based on true story,steel helmet,soldier,explosion,battle,bayonet,death,vietnamese",431.0,6.7,Randall Wallace,108496.0,15,66.0,30.0,3.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
"[28, 36, 10752]",The Bridge at Remagen,/aDWi9Lxztr0MAJiqGJED3p3CAdg.jpg,15873.0,1.660462,"world war ii,bridge,soldier,explosion",29.0,6.0,John Guillermin,6844.0,R,3.0,1.0,6.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
"[28, 18, 10752]",Hell Is for Heroes,/5P8qQm2Wi8NJVweWWZheqykAe7k.jpg,32041.0,1.265162,"germany,france,europe,world war ii,u.s. army,nazi germany,infantry",27.0,6.3,Don Siegel,5270.0,PG,8.0,1.0,6.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
"[37, 12, 18, 28, 35, 10752]",The General,/hjK9y09NjHOqAaz6PfOmzxU1qCT.jpg,961.0,1.99578,"spy,southern u.s.,general,fiancé,cannon,bridge,engineer,army,attack,train,girl,behind enemy lines",185.0,7.9,Clyde Bruckman,57321.0,PG,2.0,1.0,12.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
"[28, 12, 18, 36]",Lions for Lambs,/iLuo4swOCHF2a8BlaxXZGdqETUs.jpg,4515.0,1.661918,"journalist,terrorist,war against terror,externally controlled action,manipulation,propaganda,manipulation of the media,future,afghanistan,political negotiations,war,past,war in afghanistan",168.0,6.0,Robert Redford,42259.0,15,11.0,19.0,10.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
"[28, 18, 36]",55 Days at Peking,/uladhrFO7CukQ1XaXwi2DVbV4Pl.jpg,27759.0,1.337277,"siege,epic,beijing",30.0,6.4,Nicholas Ray,4776.0,PG,2.0,2.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
"[36, 18, 10752]",Macbeth,/417tcPgyz8oatgp1WE0SZZ4Odgl.jpg,225728.0,2.154501,"scotland,shakespeare,medieval",358.0,6.4,Justin Kurzel,40942.0,15,26.0,10.0,8.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"[28, 18, 53, 10752]",13 Hours: The Secret Soldiers of Benghazi,/m4ZfuML89Rq8gbRGdm9ncSibjlx.jpg,300671.0,3.70375,"based on novel,assault rifle,libya,based on true story,heroism,explosion,american abroad,death,2010s",725.0,7.0,Michael Bay,74711.0,15,43.0,41.0,1.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
"[18, 36, 10752]",Che: Part One,/uhUGBtg7GwHQfm6ITdNZms4fTZI.jpg,8881.0,1.601563,che guevara,168.0,6.7,Steven Soderbergh,39367.0,15,14.0,26.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"[28, 36, 37, 10749]",The Far Horizons,/6OyWkcpbZdGue5QAVzNA8DQSHNe.jpg,94405.0,1.234974,"historical figure,riverboat",3.0,4.0,Rudolph Maté,744.0,U,5.0,1.0,5.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
"[28, 18, 53, 10752]",13 Hours: The Secret Soldiers of Benghazi,/m4ZfuML89Rq8gbRGdm9ncSibjlx.jpg,300671.0,3.70375,"based on novel,assault rifle,libya,based on true story,heroism,explosion,american abroad,death,2010s",725.0,7.0,Michael Bay,74711.0,15,43.0,41.0,1.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
"[18, 36]",Hunger,/397BUdT1bIt9tICgq7wSbF05Dsy.jpg,10360.0,1.556641,"prison,prisoner,hunger,hunger strike,northern ireland",235.0,7.1,Steve McQueen,54007.0,15,5.0,1.0,5.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"[36, 18]",Bobby,/a38CTs2mJ2uDHHH6mUJmuGH8RVI.jpg,10741.0,1.463723,"hotel,senator,kitchen,marriage crisis,politics,xenophobia",101.0,6.3,Emilio Estevez,38749.0,15,6.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"[18, 10752]",King Rat,/q9RuJFSPxK2kYHl9PyKgrQyo7W0.jpg,29586.0,1.485894,singapore,17.0,6.6,Bryan Forbes,3186.0,PG,2.0,2.0,10.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"[10752, 18, 10749]",The Year of Living Dangerously,/3fBuFmNLTDKuL3QOlgeIvLdekJn.jpg,11541.0,1.302222,"civil war,embassy,indonesia,falling in love",67.0,6.8,Peter Weir,16125.0,PG,1.0,1.0,12.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
"[10752, 18]",Max,/fzl48iRWkalx6c84lokVBoTQJjS.jpg,13560.0,1.322247,"infidelity,controversy",32.0,6.0,Menno Meyjes,6418.0,15,8.0,13.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"[18, 36, 10749]",The Edge of Love,/llmtWI97rUldX2Z47F03o1G9aqB.jpg,14061.0,1.268293,"biography,poet",72.0,6.1,John Maybury,13901.0,Unrated,1.0,5.0,5.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
"[28, 12, 10752]",300,/bYR8O1H1ZlME7Dm9ysfTYZnRDpw.jpg,1271.0,3.800893,"evisceration,javelin,shield,army,fall from height,ancient world,s.a.t.,minions",4015.0,7.0,Zack Snyder,633456.0,15,104.0,56.0,12.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
"[35, 18, 36]",Eddie the Eagle,/laEdJnz9CiojWcNpqFjPKhrKuBo.jpg,319888.0,2.948413,"underdog,olympic games,ski jump,biography,sport,based on true story,britain,skiing,feel good",489.0,7.2,Dexter Fletcher,54293.0,PG,18.0,4.0,2.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
"[28, 12, 10752]",The Dirty Dozen,/5SawqeuARDbUPrFohTulwd2PZ2N.jpg,1654.0,1.595672,"based on novel,world war ii,nazis,castle,secret mission,u.s. army,training,hand grenade,fistfight,mission,shootout,suicide mission,soldier,explosion,commando,behind enemy lines,military police",257.0,7.4,Robert Aldrich,55260.0,PG,19.0,7.0,6.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
"[18, 10749, 10752]",Casablanca,/wOBKAoUJZb5qTsWv5XXvVV2vUzz.jpg,289.0,3.714493,"love triangle,corruption,spy,resistance,casablanca,emigration,visa,patriotism,nationalism,concentration camp,nazis,title spoken by character",1141.0,7.8,Michael Curtiz,409942.0,PG,2.0,2.0,11.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
"[18, 36, 10749]",The Virgin Queen,/piWZugnahuGDGu8oTit90CqNubf.jpg,64230.0,1.271257,"biography,queen elizabeth i,tudors,mini-series,queen of england,woman director",8.0,6.4,Coky Giedroyc,2101.0,12,4.0,1.0,11.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
"[18, 36, 10752]",Che: Part One,/uhUGBtg7GwHQfm6ITdNZms4fTZI.jpg,8881.0,1.601563,che guevara,168.0,6.7,Steven Soderbergh,39367.0,15,14.0,26.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"[35, 18, 10752]",Little Boy,/6eTWSy0kzsEpeBnlzK18aIO0qSf.jpg,256962.0,1.601023,"japanese,world war ii,spirituality",153.0,7.0,Alejandro Monteverde,18045.0,12,26.0,15.0,4.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
"[18, 28, 53, 80, 10752]",The Devil's Double,/umXaJpx6MMO9MKx2KIcMzPctVyF.jpg,62630.0,1.561641,"palace,impostor,pervertion",183.0,6.4,Lee Tamahori,55351.0,18,9.0,12.0,2.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
"[18, 36]",King Naresuan,/69qqI3ORq42kM1hEp0jfti7oiZe.jpg,24474.0,1.28799,"historical figure,period drama",3.0,5.2,Chatrichalerm Yukol,482.0,15,13.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"[28, 18, 10752]",Hell Is for Heroes,/5P8qQm2Wi8NJVweWWZheqykAe7k.jpg,32041.0,1.338826,"germany,france,europe,world war ii,u.s. army,nazi germany,infantry",27.0,6.3,Don Siegel,5270.0,PG,8.0,1.0,6.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
"[28, 35, 18, 10752]",Heartbreak Ridge,/hbKkfRpjtoCYabxEmhklM6MhF7g.jpg,10015.0,1.753467,"recruit,officer,battle assignment,marine,platoon,combat",203.0,6.5,Clint Eastwood,31867.0,R,3.0,2.0,12.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
"[12, 10752, 18, 36]",Gallipoli,/d5GbAaOdb4wSayHiTqcwatsJPWz.jpg,11646.0,1.809336,"world war i,battle assignment,troops,australia,turk",82.0,7.0,Peter Weir,30938.0,PG,2.0,5.0,8.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
"[12, 18, 36, 10752]",Napoleon,/mjXnciYFw409euWd0707SS2ri4A.jpg,69715.0,1.217371,"war,history,napoleon bonaparte",12.0,6.6,Yves Simoneau,3403.0,12,19.0,15.0,10.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
"[18, 36, 53]",Titus,/bwYfhs5A2Zgg2f1BNHxCjGJXRnI.jpg,12524.0,1.371334,"rome,loss of son,repayment,battle for power,commander,shakespeare adaptation,woman director",64.0,6.4,Julie Taymor,17746.0,18,3.0,6.0,12.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"[28, 12, 53, 10752]",Rambo III,/oCD41FfUs1OMCdPaf5EcJ6dxxMW.jpg,1370.0,2.738393,"competition,submachine gun,soviet union,liberation,russian,soviet troops,thailand,freedom fighter,afghanistan,war on freedom,machinegun,mujahid",537.0,5.6,Peter MacDonald,96735.0,R,62.0,2.0,5.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
"[35, 18, 36, 10749]",The Importance of Being Earnest,/hyyyidVBLFZCBPWfMTTiYm7SNGf.jpg,9026.0,1.342758,"new love,country estate,country house,false identity,beguilement,relatives,victorian england,pleasure",96.0,6.8,Oliver Parker,19561.0,U,5.0,3.0,5.0,9.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
"[10749, 12, 28, 36]",Ironclad,/vgRPlYHiottQpDav3nfw9Q1zAJJ.jpg,38543.0,2.005054,"ambush,hero,fight,castle,battlefield,duel,king,order of the templars",185.0,6.1,Jonathan English,35396.0,15,35.0,21.0,3.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
"[18, 28, 36, 10752]",My Way,/ax7ip8TOZSA2vNr4ssyYTOBtl8k.jpg,94047.0,1.332631,마이웨이,62.0,7.6,Je-kyu Kang,7614.0,18,4.0,2.0,12.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
"[18, 35, 10752]",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,/ls9r2SG2IHJyCfpT0vxZZiT7ynF.jpg,935.0,3.422489,"u.s. president,general,cold war,strategic air command,nuclear missile,war room,bomber pilot,nuclear weapons,ex nazi,doomsday device,absurdism",1134.0,7.9,Stanley Kubrick,361684.0,PG,1.0,6.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
"[12, 18, 36]",The Lost City of Z,/ik3ebv7J18fs6cHkmu91oxz7EGt.jpg,314095.0,3.467659,"based on novel,biography,explorer,journey",49.0,5.8,James Gray,2283.0,15,9.0,11.0,3.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
"[18, 53, 9648, 10752]",Courage Under Fire,/lPAzGRgc2afaGsYwFX7Iez8gzmq.jpg,10684.0,2.077339,"gulf war,pilot,u.s. army,praise,rescue mission,dead soldier,tank,medal",184.0,6.1,Edward Zwick,41993.0,15,12.0,26.0,7.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"[28, 53, 10752]",Act of Valor,/hauipCFK2iybZqL1JqhdyakrZWO.jpg,75674.0,1.517025,"submarine,navy,scuba diving,heroism,navy seal,pistol,secret plot,military life,valor,terrorist plot,navy life,national security,pregnant wife,silver star,counter plot,duringcreditsstinger",371.0,6.3,Mike McCoy,59694.0,15,26.0,18.0,2.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
"[10752, 18, 28, 12, 36]",The Pacific,/xV7FKNqOwnO3aJSiRM8WCrwdRS8.jpg,189197.0,1.251895,"world war ii,mini-series,hbo",266.0,7.8,Jeremy Podeswa,73913.0,15,45.0,59.0,5.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
"[18, 28, 10752]",Too Late the Hero,/fS1qQDdKME8iHIOn2WOTYZsRRR9.jpg,31935.0,2.019706,"japanese,world war ii,british army,philippines,jungle,infantry,pacific island",17.0,6.4,Robert Aldrich,2648.0,PG,4.0,1.0,5.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
