tmdb_id,genre_ids,poster_path,title,overview,release_date,popularity,original_title,backdrop_path,keywords,vote_count,video,adult,vote_average,original_language,imdb_id,director,imdb_votes,certificate,num_stunts,num_fx
272693,"[10749, 35]",/dBBgPTCN5Zze4POXWVVpwf3wkra.jpg,The DUFF,"Bianca's universe turns upside down when she learns that her high school refers to her as a ‘DUFF' (Designated Ugly Fat Friend). Hoping to erase that label, she enlists the help of a charming jock and her favorite teacher. Together they'll face the school's mean girl and remind everyone that we are all someone's DUFF… and that's totally fine.",2015-02-20,2.590716,The DUFF,/awGZf5T1hflis9Z2KvRMhp798xU.jpg,"high school,teenager,popularity,high school senior,teen comedy,duringcreditsstinger,girl next door,based on young adult book",932,False,False,6.7,en,1666801.0,Ari Sandel,57232.0,12A,1.0,1.0
15566,"[35, 10749]",/l1SXiZWSNy7KRtNYN4cbNbLvSCX.jpg,Surviving Christmas,"Drew Latham is an executive leading an empty, shallow life with only wealth on his side. Facing another lonely Christmas ahead, he revisit his old childhood home in the hope of reliving some old holiday memories – but he finds that the house in which he was raised is no longer the home in which he grew up.",2004-09-21,2.589985,Surviving Christmas,/anF6N711d1rybQsFQeKU5WFfFiw.jpg,holiday,83,False,False,5.1,en,252028.0,Mike Mitchell,18520.0,12A,26.0,11.0
8452,"[28, 9648, 878, 53]",/6pBUekwhnjW99V0cLphx7dZE2Wx.jpg,The 6th Day,Futuristic action about a man who meets a clone of himself and stumbles into a grand conspiracy about clones taking over the world.,2000-11-17,2.589871,The 6th Day,/xPHJ4X3i4O6G9fojMSWQe9zl2Lr.jpg,"clone,future,murder,cloning,laser gun,dystopic future,implanted memory,sci-fi thriller",472,False,False,5.7,en,216216.0,Roger Spottiswoode,102826.0,15,55.0,44.0
339408,[18],/5TV8aL6bAD3Sd337vCtwcA23caF.jpg,The Birth of a Nation,"Nat Turner, a former slave in America, leads a liberation movement in 1831 to free African-Americans in Virgina that results in a violent retaliation from whites.",2016-09-09,2.589665,The Birth of a Nation,/kxrCmWUpJGzdeEzAuOnJ8u9GVzi.jpg,slavery,125,False,False,6.5,en,4196450.0,Nate Parker,11948.0,15,14.0,3.0
9390,"[35, 18, 10749]",/clZxYjUEoILgRUUrIUF8p7Jgn09.jpg,Jerry Maguire,"Jerry Maguire used to be a typical sports agent: willing to do just about anything he could to get the biggest possible contracts for his clients, plus a nice commission for himself. Then, one day, he suddenly has second thoughts about what he's really doing. When he voices these doubts, he ends up losing his job and all of his clients, save Rod Tidwell, an egomaniacal football player.",1996-12-06,2.58662,Jerry Maguire,/t2QU2UEOP4ftYnG00z53FaC32hs.jpg,"stadium,career,sport,sports agent",738,False,False,6.6,en,116695.0,Cameron Crowe,198305.0,TV-14,12.0,1.0
23303,"[35, 18]",/xvNtPQaYXKY5S5t2honHafj0Y25.jpg,Another You,"George has been in a mental hospital for 3 years and is finally ready to go out into the real world again. Eddie Dash, a dedicated con-man, is supposed to keep him out of trouble, but when people begin to recognize George as the missing millionaire Abe, Eddie wants to take advantage of the situation.",1991-07-26,2.585817,Another You,/t729KLNwrk9ZxLryvGzbNDypI3W.jpg,"con man,sanitarium,street hustler,double act",15,False,False,4.7,en,101356.0,Maurice Phillips,2851.0,R,6.0,4.0
2207,"[28, 12, 80, 53]",/wpKBLDjNRddmH6N32ni4bASogt8.jpg,16 Blocks,"An aging cop is assigned the ordinary task of escorting a fast-talking witness from police custody to a courthouse, but they find themselves running the gauntlet as other forces try to prevent them from getting there.",2006-03-01,2.585345,16 Blocks,/31SqCV9NfHvGJ8n7v60fV3oMobZ.jpg,"mission of murder,male bonding,doing the right thing,people change",543,False,False,6.2,en,450232.0,Richard Donner,115234.0,12A,72.0,21.0
4256,[35],/jlzEF7sTseYDB9H5dN29YFZt5Na.jpg,Scary Movie 3,"In the third installment of the Scary Movie franchise, news anchorwoman Cindy Campbell has to investigate mysterious crop circles and killing video tapes, and help the President stop an alien invasion in the process.",2003-10-24,2.584793,Scary Movie 3,/n5vmQsgANMuALE5qyU3pdSB1nd1.jpg,horror spoof,640,False,False,5.6,en,306047.0,David Zucker,115937.0,PG-13,96.0,94.0
70667,"[12, 36]",/7geys2i6OGoj72iZu6VxtUoJNcM.jpg,Kon-Tiki,"The true story about legendary explorer Thor Heyerdahl and his epic crossing of the Pacific on a balsa wood raft in 1947, in an effort to prove it was possible for South Americans to settle in Polynesia in pre-Columbian times.",2012-08-24,2.582264,Kon-Tiki,/8fVYfSuH5uTHN3mtiP1uKrcLJmg.jpg,"ocean,pacific,raft,sea voyage",221,False,False,7.0,en,1613750.0,Joachim Rønning,36674.0,15,2.0,7.0
13027,"[9648, 53, 28]",/ej1yxLuhME7PJyGsXJjEMcQGI37.jpg,Eagle Eye,"Jerry Shaw (Shia LaBeouf) and Rachel Holloman (Michelle Monaghan) are two strangers whose lives are suddenly thrown into turmoil by a mysterious woman they have never met. Threatening their lives and family, the unseen caller uses everyday technology to control their actions and push them into increasing danger. As events escalate, Jerry and Rachel become the country's most-wanted fugitives and must figure out what is happening to them.",2008-09-25,2.581492,Eagle Eye,/ryQdOW2Dz8kpO8IfN6BvHVl2jH7.jpg,"artificial intelligence,washington d.c.,secret identity,hostage,technology,fbi,pentagon,twin brother,fbi agent",838,False,False,6.2,en,1059786.0,D.J. Caruso,155568.0,12A,125.0,76.0
7485,"[28, 18, 9648, 53, 80]",/wCZv0lNx58sfuLT698RYYJVEeTr.jpg,Shooter,"A marksman living in exile is coaxed back into action after learning of a plot to kill the president. Ultimately double-crossed and framed for the attempt, he goes on the run to track the real killer and find out who exactly set him up, and why.",2007-03-22,2.581052,Shooter,/wZ2u6C7Fw0DahC3Ilr3judpDWYO.jpg,"corruption,sniper,senator,conspiracy of murder,childlessness,rifle,sniper rifle,fbi agent",1179,False,False,6.9,en,822854.0,Antoine Fuqua,266570.0,15,102.0,12.0
11636,"[28, 53, 80, 18]",/jUt1kFdzwXa1gYYk9jpZ2bHU2Fz.jpg,New Police Story,"Sent into a drunken tailspin when his entire unit is killed by a gang of thrill-seeking punks, disgraced Hong Kong police inspector Wing (Jackie Chan) needs help from his new rookie partner, with a troubled past of his own, to climb out of the bottle and track down the gang and its ruthless leader.",2004-09-23,2.580788,新警察故事,/llII7YgUqtBbIl8Rkoo8JC56bqs.jpg,"observer,fighter,partner,revenge,youth gang,hong kong,alcoholic",142,False,False,6.9,cn,386005.0,Benny Chan,20159.0,15,17.0,1.0
36691,"[35, 18, 10749]",/ivKFRGUewkP3kMEq5RrnzSwYX2t.jpg,Solitary Man,A car magnate watches his personal and professional life hit the skids because of his business and romantic indiscretions.,2009-09-07,2.580145,Solitary Man,/ftNxKAdn2IoRkHBCvARpwbvqa4i.jpg,"infidelity,bankrupt,lonelyness,comedy,family drama",63,False,False,5.8,en,1294213.0,Brian Koppelman,13803.0,NC-16,4.0,1.0
926,"[35, 10751, 878]",/ahpUPhVlwAWic9N0SfNkxs8e66W.jpg,Galaxy Quest,"Decades after the success of the sci-fi series ""Galaxy Quest,"" the show's washed-up stars -- Jason Nesmith, Gwen DeMarco and Alexander Dane -- are unwittingly recruited by actual aliens to pull off an intergalactic rescue mission.",1999-12-23,2.579168,Galaxy Quest,/1sAm8L4yOquzak9bstajTIoCEmy.jpg,"space battle,spaceship,spoof,fictional tv show",590,False,False,6.9,en,177789.0,Dean Parisot,127816.0,PG,36.0,88.0
368031,"[27, 53]",/ymIgMgXLF57QpHTt4HUdO8PV8Z.jpg,Friend Request,"Enjoying college life as a popular student, Laura shares everything with her more  than 800 friends on Facebook. But one day, after accepting a friend request from a  social outcast named Marina, Laura’s life is cursed...",2016-01-07,2.579043,Unfriend,/yEqrCU3hAvoiwC0y4CuJq3v4KoG.jpg,"college,internet,vengeful ghost,social network,social outcast,young adult,college student,facebook",212,False,False,5.4,en,3352390.0,Simon Verhoeven,12178.0,15,2.0,1.0
5072,"[27, 35, 53]",/z5br42PMzeIHTK8zZSXiaZpypTl.jpg,Severance,"Members (Danny Dyer, Laura Harris, Tim McInnerny) of the Palisades Defense Corp. sales group arrive in Europe for a team-building exercise. A fallen tree blocks the route, and they must hike to their destination. However, a psychotic killer lurks in the woods, and he has a horrible fate in mind for each of the co-workers.",2006-05-19,2.575345,Severance,/wF6xjWAgdb4qzH3vn1zni0u4ynn.jpg,"will to survive,killer,forced retirement,defence company,jump the shark,team building",136,False,False,6.4,en,464196.0,Christopher Smith,32668.0,15,10.0,12.0
7326,"[35, 18, 10749]",/eE64N6PYCSRW2mtQucfK2av5Wk2.jpg,Juno,"A young girl named Juno gets herself pregnant and tries to stand on her own, but soon learns a few lessons about being grown up.",2007-12-05,2.574951,Juno,/jyM4f6V5RJX7Klnu5cvBLv0pCwz.jpg,"sexuality,becoming an adult,puberty,first time,oscar award,pregnancy and birth,pregnant minor,precocity,partnership,title spoken by character,teenager,teenage pregnancy",1731,False,False,7.0,en,467406.0,Jason Reitman,430226.0,12A,1.0,7.0
15159,"[35, 9648]",/bVGiumWel8Lixi87SXqlDIGwjqQ.jpg,The Pink Panther 2,"When legendary treasures from around the world are stolen, including the priceless Pink Panther Diamond, Chief Inspector Dreyfus is forced to assign Inspector Clouseau to a team of international detectives and experts charged with catching the thief and retrieving the stolen artifacts.",2009-02-06,2.574239,The Pink Panther 2,/2ca92Rt5VVpb85BCJXQekUvMkDQ.jpg,"diamond,clouseau,pink panther",237,False,False,5.4,en,838232.0,Harald Zwart,34736.0,PG,24.0,6.0
134,"[28, 12, 35]",/eIqSzq6j3yuxNmifiUOh6iTpG9N.jpg,"O Brother, Where Art Thou?","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them. On their journey they come across many comical characters and incredible situations. Based upon Homer's 'Odyssey'.",2000-08-30,2.571988,"O Brother, Where Art Thou?",/s4SmtlX13p1E2laSQqmVZQ8sYbe.jpg,"prophecy,southern u.s.,music record,country music,mississippi,seduction,musical,fraud",863,False,False,7.3,en,190590.0,Joel Coen,236372.0,TV-14,11.0,12.0
814,"[27, 35]",/r5CbVhy3vO6SqdOTwinZVtaRbhb.jpg,An American Werewolf in London,Two American tourists in England are attacked by a werewolf that none of the locals will admit exists.,1981-08-21,2.57194,An American Werewolf in London,/lFiEdW3zVjR2Wujxu3yZLpL2N8n.jpg,"loss of lover,intensive care,dying and death,village and town,transformation,black humor,pub,werewolf,animal horror",448,False,False,7.2,en,82010.0,John Landis,69210.0,R,33.0,3.0
51620,"[28, 53, 878]",/5ARRXaWPgtIT9qKl8Db3MNuGvo3.jpg,Death Race 2,"In the world's most dangerous prison, a new game is born: Death Race. The rules of this adrenaline-fueled blood sport are simple, drive or die. When repentant convict Carl Lucas discovers there's a price on his head, his only hope is to survive a twisted race against an army of hardened criminals and tricked-out cars.",2010-11-12,2.571204,Death Race 2,/e1CMBwdeWytbSFSiEc9ax5ZSTzg.jpg,"car race,bar,virgin,parachute,dystopia,bikini,prequel,chinese,silencer,rapist,car fire,triad,dystopic future",245,False,False,5.4,en,1500491.0,Roel Reiné,25246.0,12,65.0,5.0
57353,"[28, 35, 53]",/lt82eKlcuL6XzuFPygvfV1WSYh3.jpg,Cat Run,"When a sexy, high-end escort holds the key evidence to a scandalous government cover-up, two bumbling young detectives become her unlikely protectors from a ruthless assassin hired to silence her.",2011-04-01,2.57055,Cat Run,/xhhuvluR7UWmvXgVHEwtlmVCziW.jpg,"prostitute,assassin,senator,politician",40,False,False,6.1,en,1446147.0,John Stockwell,4661.0,18,16.0,1.0
11679,"[28, 80, 12]",/1rKeQyy4eyyuVcNNBlyEfLuh7Cu.jpg,xXx: State of the Union,"Ice Cube stars as Darius Stone, a thrill-seeking troublemaker whose criminal record and extreme sports obsession make him the perfect candidate to be the newest XXX agent. He must save the U.S. government from a deadly conspiracy led by five-star general and Secretary of Defense George Deckert (played by Willem Dafoe).",2005-04-27,2.569395,xXx: State of the Union,/cb5C147Cq37qyEWMByOJYryZXCT.jpg,"helicopter,u.s. president,coup d'etat,military prison,agent",399,False,False,4.7,en,329774.0,Lee Tamahori,55668.0,12A,96.0,29.0
294652,"[28, 80, 18, 53]",/pJoofuXXnEsDu5U4L1L48qkgUPf.jpg,Son of a Gun,"Locked up for a minor crime, 19 year old JR quickly learns the harsh realities of prison life. Protection, if you can get it, is paramount. JR soon finds himself under the watchful eye of Australia's most notorious criminal, Brendan Lynch, but protection comes at a price.",2014-10-16,2.5685,Son of a Gun,/7UWPr9LUq3GizuZDG3e6PvSlvck.jpg,"prison,robbery,gold,boat,mine,motel,chase,australia,murder,melbourne,heist,car chase,double cross,prison break,prison life,perth",239,False,False,6.1,en,2452200.0,Julius Avery,20775.0,15,18.0,5.0
297806,"[18, 10402]",/nH9my97jDDVmTDBIBETjCAhoIJQ.jpg,I Saw the Light,"Singer and songwriter Hank Williams rises to fame in the 1940s, but alcohol abuse and infidelity take a toll on his career and marriage to fellow musician Audrey Mae Williams.",2015-09-11,2.567221,I Saw the Light,/rej1UsHFFI4GCs93NmTGyDiuuJA.jpg,"country music,biography,music,country singer",37,False,False,5.7,en,1490785.0,Marc Abraham,3936.0,15,3.0,3.0
38050,"[878, 53, 10749]",/g87PqGH9Oo3d3Tbczcfk7ZMAIEk.jpg,The Adjustment Bureau,"A man glimpses the future Fate has planned for him – and chooses to fight for his own destiny. Battling the powerful Adjustment Bureau across, under and through the streets of New York, he risks his destined greatness to be with the only woman he's ever loved.",2011-03-03,2.566651,The Adjustment Bureau,/iE2WiPdF7a0s5glgXQBBmZQ6mUd.jpg,"hotel,dancer,hat,senator,future,honesty,plan,kiss,speech,marriage,politician,alone,fate,foot chase,covert agency,courthouse,political campaign,based on short story",1391,False,False,6.5,en,1385826.0,George Nolfi,207615.0,12A,41.0,7.0
340945,"[28, 10752]",/kLzOqLE3JyarkaRrtlDBLt8Orlx.jpg,USS Indianapolis: Men of Courage,"The harrowing true story of the crew of the USS Indianapolis, who were stranded in the Philippine Sea for five days after delivering the atomic weapons that would eventually end WWII. As they awaited rescue, they endured extreme thirst, hunger, and relentless shark attacks.",2016-09-22,2.564513,USS Indianapolis: Men of Courage,/g3vLSV74I8X9RVdd9rZpfTPTCp8.jpg,"world war ii,based on true story,1940s",55,False,False,5.6,en,2032572.0,Mario Van Peebles,4475.0,15,19.0,4.0
49021,"[28, 12, 53]",/sAb42vKVQCV90poNyBAHa26ZPKF.jpg,Killer Elite,"Based on a shocking true story, Killer Elite pits two of the world’s most elite operatives—Danny, an ex-special ops agent and Hunter, his longtime mentor—against the cunning leader of a secret military society. Covering the globe from Australia to Paris, London and the Middle East, Danny and Hunter are plunged into a highly dangerous game of cat and mouse—where the predators become the prey.",2011-09-23,2.561982,Killer Elite,/pQcSfSu4hy4AJ1KjjTxXKBQdMzE.jpg,rescue,576,False,False,6.0,en,1448755.0,Gary McKendry,109271.0,15,109.0,30.0
283445,[27],/AeJYo2wLVL6NpkHxpWIptGbQD0N.jpg,Sinister 2,A young mother and her twin sons move into a rural house that's marked for death.,2015-08-19,2.5617,Sinister 2,/n4oKG6cuQ5JP12BRAmT5t9dk14t.jpg,"haunted house,sequel,twins",420,False,False,5.4,en,2752772.0,Ciarán Foy,30731.0,15,23.0,14.0
334517,"[10752, 18, 53]",/9r21jawIp226dlQ8dLzwSBrRDNY.jpg,The Siege of Jadotville,Irish Commandant Pat Quinlan leads a stand off with troops against French and Belgian Mercenaries in the Congo during in the early 1960s.,2016-09-19,2.561623,The Siege of Jadotville,/lwIVCU2LozEIVaGRZs4CMTdk4wc.jpg,"based on novel,conflict,united nations,congo,katanga conflict",108,False,False,7.3,en,3922798.0,Richie Smyth,13777.0,18,5.0,1.0
37135,"[12, 16, 18, 10751]",/tWFubl9q3quYuYXBGypXXCNLE00.jpg,Tarzan,"Tarzan was a small orphan who was raised by an ape named Kala since he was a child. He believed that this was his family, but on an expedition Jane Porter is rescued by Tarzan. He then finds out that he's human. Now Tarzan must make the decision as to which family he should belong to...",1999-06-18,2.560875,Tarzan,/yAdUc0v84Ok28ico6SP820wjZMz.jpg,"gorilla,baby,adoption,feral child,nest,animation,jungle,camp,orphan boy",1154,False,False,7.0,en,120855.0,Chris Buck,154300.0,U,1.0,3.0
9472,[35],/sgTJCyuZSJJt9LatGHolpCpqg1m.jpg,DodgeBall: A True Underdog Story,"When megalomaniacal White Goodman, the owner of a trendy, high-end fitness center, makes a move to take over the struggling local gym run by happy-go-lucky Pete La Fleur, there's only one way for La Fleur to fight back: dodgeball. Aided by a dodgeball guru and Goodman's attorney, La Fleur and his rag-tag team of underdogs launch a knock-down, drag-out battle in which the winner takes all.",2004-06-18,2.560088,DodgeBall: A True Underdog Story,/xWqqIw2wXlKfcNS2GnNO1AGfmCw.jpg,"underdog,competition,bank,bar,ball,cheerleader,diet,wife,sport,gymnasium,pleite,fitness-studio,love,mail order bride,cheerleading,pirate,aftercreditsstinger,duringcreditsstinger",772,False,False,6.2,en,364725.0,Rawson Marshall Thurber,193427.0,Unrated,46.0,7.0
10585,"[27, 53]",/dSX9i2buibfyKFRpK2kOe6rtl5R.jpg,Child's Play,"A single mother gives her son a beloved doll for his birthday, only to discover that it is possessed with the soul of a serial killer.",1988-11-08,2.559358,Child's Play,/8MFB18dydwUOYZKmnp7MPfKkY4n.jpg,"gun,birthday,voodoo,toy,stalker,murder,blood,slasher,explosion,killer,doll,evil,toy comes to life,ginger",402,False,False,6.4,en,94862.0,Tom Holland,65340.0,R,15.0,11.0
978,"[12, 18, 36]",/cflSeFUVDCf73Tzh5sB204JbQ6j.jpg,Seven Years in Tibet,"Austrian mountaineer, Heinrich Harrer journeys to the Himalayas without his family to head an expedition in 1939. But when World War II breaks out, the arrogant Harrer falls into Allied forces' hands as a prisoner of war. He escapes with a fellow detainee and makes his way to Llaso, Tibet, where he meets the 14-year-old Dalai Lama, whose friendship ultimately transforms his outlook on life.",1997-09-12,2.557718,Seven Years in Tibet,/6HjYM1vgqWpFTr01tOBrskfvxcu.jpg,"buddhism,himalaya,austria,mountains,buddhist monk,world war ii,prisoners of war,monsoon,tibet,dalai lama,mountaineer,lhasa,wedding",481,False,False,6.9,en,120102.0,Jean-Jacques Annaud,100576.0,PG,7.0,7.0
43959,"[28, 18]",/t7twsxCK3vIkn4z0w4WwHuVZPNy.jpg,Soul Surfer,"Soul Surfer is the inspiring true story of teen surfer Bethany Hamilton. Bethany lost her left arm in a shark attack and courageously overcame all odds to become a champion again, through her sheer determination and unwavering faith.Bethany (AnnaSophia Robb) was born to surf. A natural talent who took to the waves at a young age, she was leading an idyllic life on Kauai, participating in national surf competitions with her best friend Alana (Lorraine Nicholson), when everything changed. On Halloween morning, a 14-foot tiger shark came out of nowhere and seemed to shatter all her dreams.Soul Surfer reveals Bethany's fight to recover from her ordeal and how she grappled with the question of her future. Strengthened by the love of her parents, Tom (Dennis Quaid) and Cheri (Helen Hunt), and supported by her youth group leader Sara (Carrie Underwood), Bethany refuses to give in or give up, and begins a bold return to the water.",2011-04-08,2.557018,Soul Surfer,/kkRc3JndbQtbH6ZQeOvU4vztgKS.jpg,"competition,based on novel,shark attack,surfing,biography,sport,duringcreditsstinger",274,False,False,6.8,en,1596346.0,Sean McNamara,37158.0,PG,68.0,1.0
11678,"[28, 12, 53]",/8AJXlbf29XIvMjwFvZ6zjMUvNvL.jpg,Vertical Limit,"Trapped near the summit of K2, the world's second-highest mountain, Annie Garrett radios to base camp for help. Brother Peter hears Annie's message and assembles a team to save her and her group before they succumb to K2's unforgiving elements. But, as Annie lays injured in an icy cavern, the rescuers face several terrifying events that could end the rescue attempt -- and their lives.",2000-12-08,2.555379,Vertical Limit,/jCpaC069FnQJJd9q6Jw8K1dHN6s.jpg,"himalaya,pakistan,climbing,k2,mountaineering,karakoram",232,False,False,5.9,en,190865.0,Martin Campbell,51213.0,12,28.0,46.0
2252,"[53, 80, 9648]",/uQduBOXqpC4XG8qK2pMcqz1OnQY.jpg,Eastern Promises,A Russian teenager living in London who dies during childbirth leaves clues to a midwife in her journal that could tie her child to a rape involving a violent Russian mob family.,2007-09-14,2.554525,Eastern Promises,/4momnziEMiFuOOFBrUHtO0VyjjX.jpg,"london england,gay,male nudity,female nudity,father son relationship,sex,jealousy,underworld,undercover,hitman,russian,diary,human trafficking,midwife,murder,mother daughter relationship,gangster,motorcycle,orphan girl,bathhouse",641,False,False,7.2,en,765443.0,David Cronenberg,196883.0,18,9.0,7.0
11782,"[28, 53, 80]",/8CfUC5QPTNe5NHlXWvYzpKIl3xs.jpg,Hard Boiled,"A take-no-prisoners cop is on the trail of the triads when his partner is killed during a gun battle. His guilt propels him into an all-out war against the gang, including an up-and-coming soldier in the mob who turns out to be an undercover cop. The two men must come to terms with their allegiance to the force and their loyalty to each other as they try to take down the gangsters.",1992-04-16,2.554115,辣手神探,/kWBOQ9G5INFsfPvrDfXUYj06kF0.jpg,"smuggling of arms,inspector,arms dealer,hong kong,drug",131,False,False,7.4,cn,104684.0,John Woo,39839.0,18,4.0,1.0
334074,"[80, 53, 28]",/XtvR1aSph7X3wqrE2PY66IPzVi.jpg,Survivor,"A Foreign Service Officer in London tries to prevent a terrorist attack set to hit New York, but is forced to go on the run when she is framed for crimes she did not commit.",2015-05-21,2.553454,Survivor,/tGxBYYSKSmBUpjSHDpRelsbNeBy.jpg,"new year's eve,fire,showdown,terrorist,embassy,hand grenade,truck,laboratory,on the run,orphan,death,cigarette lighter,microscope,hazmat suit",344,False,False,5.4,en,3247714.0,James McTeigue,23957.0,12A,61.0,10.0
50601,"[10752, 18]",/7hRpmThsUm68m1F8MNtxEKa4Irc.jpg,5 Days of War,"An American journalist and his cameraman are caught in the combat zone during the first Russian airstrikes against Georgia. Rescuing Tatia, a young Georgian schoolteacher separated from her family during the attack, the two reporters agree to help reunite her with her family in exchange for serving as their interpreter. As the three attempt to escape to safety, they witness--and document--the devastation from the full-scale crossfire and cold-blooded murder of innocent civilians.",2011-04-14,2.550357,5 Days of War,/lf6fUY6ufTUp8738jRWCLJmqfLh.jpg,"journalist,interpreter,georgia europe,war zone",49,False,False,5.7,en,1486193.0,Renny Harlin,12382.0,15,27.0,10.0
49524,"[14, 28, 35, 80]",/ldBBulVDkifYnT501PWXIvtCgmO.jpg,R.I.P.D.,A recently slain cop joins a team of undead police officers working for the Rest in Peace Department and tries to find the man who murdered him. Based on the comic by Peter M. Lenkov.,2013-07-18,2.549144,R.I.P.D.,/aTjMXroOL6f3FObPvwcA5hpWtXm.jpg,"gold,police operation,partner,revenge,undead,ghost,police department",1041,False,False,5.3,en,790736.0,Robert Schwentke,96085.0,12A,112.0,25.0
134374,"[53, 80, 28]",/mFaT4CfHGlRXAWe8qS7IJHwZgeb.jpg,Pain & Gain,"Danny Lupo, manager of the Sun Gym in 1990s Miami, decides that there is only one way to achieve his version of the American dream: extortion. To achieve his goal, he recruits musclemen Paul and Adrian as accomplices. After several failed attempts, they abduct rich businessman Victor Kershaw and convince him to sign over all his assets to them. But when Kershaw makes it out alive, authorities are reluctant to believe his story.",2013-04-18,2.549123,Pain & Gain,/uWREpRwvl2AYqKNmrubGgE68gnC.jpg,"miami,scam,crime,weight lifting,weightlifting,duringcreditsstinger",1324,False,False,6.1,en,1980209.0,Michael Bay,167890.0,15,47.0,10.0
9392,"[12, 27]",/ldzNyitGjBLjjOzLTaQyYDMVDF1.jpg,The Descent,"After a tragic accident, six friends reunite for a caving expedition. Their adventure soon goes horribly wrong when a collapse traps them deep underground and they find themselves pursued by bloodthirsty creatures. As their friendships deteriorate, they find themselves in a desperate struggle to survive the creatures and each other.",2005-07-08,2.549034,The Descent,/2wjHjzdRWlJcxhCfYnpBdSNiNsg.jpg,"mutant,expedition,cave,darkness,rope,climbing,bestie,appalachia,friends,survival horror,female lead",816,False,False,6.8,en,435625.0,Neil Marshall,162774.0,TV-MA,18.0,13.0
4959,"[18, 53, 80]",/xwH65cbBMAoZ01kcRpQw2dCRsw0.jpg,The International,"An interpol agent and an attorney are determined to bring one of the world's most powerful banks to justice. Uncovering money laundering, arms trading, and conspiracy to destabilize world governments, their investigation takes them from Berlin, Milan, New York and Istanbul. Finding themselves in a chase across the globe, their relentless tenacity puts their own lives at risk.",2009-02-03,2.548662,The International,/bADjtiEq2kQ75UHkdnIe13CftsX.jpg,duringcreditsstinger,307,False,False,6.0,en,963178.0,Tom Tykwer,81857.0,15,30.0,16.0
9481,"[18, 9648, 53, 80]",/dCTuPRukbDs3mOSx9SD0PCMRd2g.jpg,The Bone Collector,"Rookie cop, Amelia Donaghy reluctantly teams with Lincoln Rhyme – formerly the department's top homicide detective but now paralyzed as a result of a spinal injury – to catch a grisly serial killer dubbed 'The Bone Collector'. The murderer's special signature is to leave tantalizing clues based on the grim remains of his crimes.",1999-11-04,2.546723,The Bone Collector,/hLxwlRHk1vYvfyftlpOSsHBxL88.jpg,"paraplegic,investigation,psychopath",642,False,False,6.5,en,145681.0,Phillip Noyce,126049.0,15,37.0,13.0
90,"[28, 35, 80]",/s7n0rS2Ff85SuSpqYG3ndkmdQf4.jpg,Beverly Hills Cop,"Tough-talking Detroit cop Axel Foley heads to the rarified world of Beverly Hills in his beat-up Chevy Nova to investigate a friend's murder. But soon, he realizes he's stumbled onto something much more complicated. Bungling rookie detective Billy Rosewood joins the fish-out-of-water Axel and shows him the West Los Angeles ropes.",1984-11-29,2.545801,Beverly Hills Cop,/38aEFo3chy25jobknuIX0WTF0Xl.jpg,"california,showdown,undercover,strip club,investigation,weapon,police,smuggling,swimming pool,gunfight,mansion,los angeles,foot chase,art gallery,car chase,warehouse,beverly hills,buddy comedy,country club,maverick cop,detroit michigan,damsel in distress,bar fight",745,False,False,6.8,en,86960.0,Martin Brest,132782.0,R,29.0,1.0
267192,"[18, 36]",/nwnmZkRkXpu11Zfku8DUSRu7JWs.jpg,Genius,"New York in the 1920s. Max Perkins, literary editor at Scribner’s Sons is the first to sign such subsequent literary greats as Ernest Hemingway and F. Scott Fitzgerald. When a sprawling, chaotic 1,000-page manuscript by an unknown writer named Thomas Wolfe falls into his hands, Perkins is convinced he has discovered a literary genius. Together the two men set out to work on a version for publication and a seemingly endless struggle over every single phrase ensues. During this process, Perkins the gentle family man and Wolfe the eccentric author become close – a relationship eyed with suspicion by their wives. When ‘Look Homeward, Angel’ becomes a resounding success, the writer grows increasingly paranoid.",2016-06-10,2.545696,Genius,/5eovlgVfijObBm4TtW1QSaj32q3.jpg,"book,biography,writer,book editor,novelist,editor,1930s",108,False,False,6.4,en,1703957.0,Michael Grandage,10016.0,12,4.0,3.0
879,"[12, 14, 35, 10751]",/6plGuz8L3fvkuENB0G2ZpBz6kej.jpg,Hook,"The boy who wasn't supposed to grow up—Peter Pan—did just that, becoming a soulless corporate lawyer whose workaholism could cost him his wife and kids. But a trip to see Granny Wendy in London, where the vengeful Capt. Hook kidnaps Peter's kids and forces Peter to return to Neverland, could lead to a chance at redemption, in this family-oriented fantasy from director Steven Spielberg.",1991-12-11,2.545535,Hook,/zkBN7dRpNiK4aaWF6c4WfecyXof.jpg,"flying,swordplay,sword,peter pan,daughter,fairy-tale figure,rescue,fantastic",1126,False,False,6.6,en,102057.0,Steven Spielberg,190840.0,U,114.0,30.0
14574,"[10752, 18]",/f40R9to84FGF7T5bp3KGB84Lklb.jpg,The Boy in the Striped Pyjamas,"When his family moves from their home in Berlin to a strange new house in Poland, young Bruno befriends Shmuel, a boy who lives on the other side of the fence where everyone seems to be wearing striped pajamas. Unaware of Shmuel's fate as a Jewish prisoner or the role his own Nazi father plays in his imprisonment, Bruno embarks on a dangerous journey inside the camp's walls.",2008-05-07,2.545442,The Boy in the Striped Pyjamas,/prhrYZvQN1eXxBeZdLlNSyLfPQb.jpg,"nationalism,concentration camp,world war ii,gas chamber,nazis,concentration camp prisoner",1004,False,False,7.6,en,914798.0,Mark Herman,142978.0,12A,1.0,6.0
